athlete_id,age,weight,resting_hr,avg_hr,max_hr,hrv,vo2max,speed_avg,distance_km,duration_min,training_load,sleep_hours,fatigue_score,performance_score,injury_risk
58,33,61.2,64.0,150.5,162.2,63.0,43.3,13.47,8.19,36.5,54.9,5.8,1.3,61.6,0
44,18,71.8,61.0,124.1,134.1,61.1,45.2,10.86,5.28,29.2,36.2,7.4,0.0,59.8,0
45,27,79.7,69.0,150.3,169.6,56.9,41.0,12.87,9.31,43.4,65.2,6.4,1.1,60.0,0
32,35,65.9,79.0,175.4,192.1,57.3,37.1,12.23,10.0,49.1,86.1,9.0,0.0,59.3,1
45,25,64.3,67.0,152.3,173.3,68.2,52.3,11.67,7.42,38.2,58.1,5.6,1.2,61.8,0
61,38,68.2,68.0,145.6,166.3,51.8,49.3,11.81,9.63,49.0,71.3,7.6,0.1,63.1,0
47,28,79.4,61.0,140.7,152.7,74.9,48.1,10.27,7.12,41.6,58.6,5.6,1.0,57.9,0
21,19,71.6,59.0,163.5,174.4,59.7,39.6,11.97,10.01,50.2,82.1,6.7,0.7,58.3,1
80,25,65.8,56.0,137.6,159.1,63.5,57.8,10.83,10.74,59.5,81.9,7.0,0.3,64.3,1
85,39,73.9,53.0,177.7,198.4,51.6,45.0,11.26,10.7,57.0,101.3,8.1,0.0,60.5,1
75,25,61.2,55.0,179.0,196.9,64.9,51.2,11.35,8.35,44.1,79.0,5.9,1.2,60.7,1
36,34,75.5,49.0,153.9,165.6,61.7,39.3,11.55,4.88,25.4,39.0,7.7,0.0,58.8,0
99,32,73.3,59.0,149.8,172.2,64.5,46.9,13.84,6.16,26.7,40.0,7.0,0.0,66.4,0
19,34,67.5,47.0,165.5,191.8,79.7,49.7,11.74,9.79,50.0,82.7,7.3,0.0,63.4,1
20,30,63.3,62.0,166.4,187.8,66.8,50.0,14.05,15.35,65.5,109.1,8.0,0.0,68.1,1
57,36,62.9,60.0,137.9,153.7,57.1,48.9,15.08,6.98,27.8,38.3,5.7,1.6,66.5,0
18,22,74.3,61.0,142.1,162.3,57.9,51.0,13.71,9.37,41.0,58.3,7.8,0.0,67.8,0
47,29,79.8,56.0,130.2,143.3,71.0,41.2,13.07,6.33,29.1,37.8,6.4,0.2,62.2,0
49,18,64.9,85.0,156.1,181.4,78.0,49.2,12.65,5.08,24.1,37.6,8.1,0.0,65.0,0
14,22,73.7,71.0,160.0,180.4,67.8,48.7,13.73,5.97,26.1,41.7,7.3,0.0,66.9,0
15,25,53.3,50.0,129.8,140.9,71.9,49.4,12.18,1.75,8.6,11.2,6.8,0.0,64.1,0
31,30,65.3,62.0,143.2,161.7,71.1,48.4,13.97,12.06,51.8,74.2,6.4,0.4,66.5,0
1,25,69.8,55.0,129.8,152.1,79.2,40.4,13.23,1.31,5.9,7.7,7.8,0.0,62.6,0
54,28,62.7,52.0,136.5,154.9,45.5,40.1,11.28,7.21,38.3,52.3,8.3,0.0,58.6,0
3,18,62.5,49.0,158.3,176.9,71.7,34.7,13.79,4.47,19.4,30.7,6.5,0.1,61.3,0
16,30,64.7,63.0,139.0,152.9,74.8,52.9,12.18,5.35,26.3,36.6,5.9,0.6,64.4,0
87,36,72.3,55.0,145.5,168.3,51.6,53.0,11.79,12.13,61.7,89.8,7.7,0.2,64.4,1
57,20,68.5,68.0,125.6,142.3,56.1,53.1,11.05,8.6,46.7,58.7,5.6,1.9,59.5,0
75,34,52.1,68.0,152.8,162.0,56.5,49.8,12.33,5.1,24.8,37.9,5.7,1.7,61.3,0
12,22,53.0,71.0,149.3,167.5,57.7,35.2,13.99,6.23,26.7,39.9,5.9,1.4,59.3,0
74,37,65.1,53.0,139.1,164.0,60.2,41.8,13.78,5.7,24.8,34.5,6.6,0.6,63.1,0
96,38,73.7,64.0,147.2,165.2,67.4,49.0,12.71,7.87,37.2,54.7,5.7,1.2,62.5,0
16,25,48.0,65.0,152.7,181.4,73.7,48.8,13.2,8.52,38.7,59.1,5.1,1.6,62.8,0
72,31,66.0,56.0,137.8,159.9,75.8,46.7,14.54,13.69,56.5,77.8,5.9,0.7,66.3,1
76,21,65.8,54.0,127.9,149.5,56.6,50.2,11.7,2.25,11.5,14.8,7.6,0.0,63.5,0
24,28,81.1,73.0,177.1,196.4,56.6,48.1,9.77,7.9,48.5,85.9,5.7,1.9,55.0,1
28,37,66.9,62.0,140.5,160.2,78.2,48.7,14.6,7.05,29.0,40.7,6.7,0.0,68.7,0
8,32,73.1,65.0,148.5,167.2,71.5,44.2,10.94,10.84,59.4,88.3,8.9,0.0,59.5,1
92,36,71.1,53.0,165.2,183.7,65.8,53.9,10.62,9.06,51.2,84.6,7.0,0.2,62.4,1
36,24,53.0,50.0,202.9,225.6,69.7,45.4,8.41,9.77,69.7,141.5,7.3,0.0,55.0,1
90,36,76.1,55.0,131.3,146.7,64.7,40.0,13.14,9.04,41.2,54.2,6.1,1.0,60.3,0
8,36,71.7,59.0,156.7,171.4,70.2,43.4,8.76,5.2,35.7,55.9,9.2,0.0,54.9,0
58,28,74.1,51.0,139.4,153.8,61.6,45.9,10.5,11.63,66.5,92.7,6.5,0.9,57.5,1
60,22,101.4,60.0,141.9,172.1,67.7,54.0,13.18,10.4,47.3,67.2,6.8,0.2,67.6,0
50,22,53.3,46.0,139.2,161.8,49.9,47.7,13.44,10.75,48.0,66.8,8.3,0.0,66.0,0
28,39,83.8,51.0,133.1,154.6,58.1,46.9,10.7,11.79,66.1,88.0,6.8,0.7,58.7,1
92,25,67.7,65.0,149.4,164.1,58.2,40.5,11.73,9.25,47.3,70.7,7.0,0.4,58.9,0
41,27,72.3,65.0,127.9,151.0,61.3,52.7,10.25,12.44,72.8,93.1,6.7,0.7,60.2,1
100,23,69.6,57.0,164.2,183.6,55.7,44.1,10.9,9.13,50.3,82.5,6.7,0.9,57.6,1
64,32,66.6,52.0,150.8,171.9,59.7,47.4,12.53,7.34,35.2,53.0,7.4,0.0,64.0,0
27,33,65.4,52.0,156.3,171.5,49.9,56.9,11.0,7.98,43.5,68.1,7.6,0.3,64.2,0
63,34,72.6,57.0,143.0,163.8,70.5,51.1,11.51,7.93,41.3,59.1,6.4,0.4,62.6,0
17,25,57.9,65.0,144.5,162.4,64.2,38.2,9.07,6.44,42.6,61.6,6.2,0.9,51.7,0
73,25,76.0,67.0,154.3,170.5,47.9,37.4,14.27,12.9,54.2,83.7,6.4,1.6,60.2,1
33,26,66.7,56.0,132.5,156.2,56.7,47.6,13.02,8.89,41.0,54.3,5.6,1.8,61.4,0
84,19,61.0,51.0,144.6,156.9,68.4,40.7,13.59,8.28,36.6,52.9,5.4,1.4,60.6,0
77,32,66.4,62.0,137.1,159.9,59.6,51.9,14.58,9.16,37.7,51.7,7.3,0.0,69.9,0
92,35,80.1,53.0,136.6,160.1,58.0,48.3,10.35,16.94,98.2,134.2,7.9,0.0,60.0,1
29,20,65.7,56.0,118.4,134.0,64.3,49.0,11.28,4.6,24.5,29.0,7.9,0.0,62.2,0
13,34,72.9,71.0,170.1,186.0,68.4,43.8,8.21,5.46,39.9,67.9,4.6,2.3,49.3,0
46,21,64.2,67.0,139.7,158.6,50.6,58.4,18.28,3.86,12.7,17.7,6.8,0.8,78.3,0
35,21,76.1,61.0,167.5,188.9,70.5,65.1,11.7,7.3,37.4,62.7,5.9,0.9,67.6,0
6,31,75.5,50.0,166.0,185.3,57.0,46.3,14.08,8.74,37.2,61.8,7.1,0.3,66.1,0
82,26,84.8,62.0,130.7,152.9,64.8,50.1,9.52,6.6,41.6,54.4,6.6,0.4,58.2,0
69,26,68.6,69.0,133.7,162.5,64.6,48.6,13.99,6.38,27.4,36.6,7.6,0.0,67.4,0
47,35,75.3,57.0,188.4,205.9,59.7,46.4,15.72,8.43,32.2,60.6,7.0,0.3,69.3,0
25,27,70.8,71.0,176.3,187.7,54.8,43.0,11.88,6.49,32.8,57.8,5.1,2.4,56.1,0
66,38,80.4,70.0,149.5,173.7,62.1,41.5,9.98,8.93,53.7,80.3,6.0,1.3,54.0,1
10,21,64.2,73.0,153.9,182.3,81.3,41.2,11.72,11.34,58.1,89.3,7.0,0.0,59.9,1
56,29,76.0,62.0,140.5,162.5,51.4,50.4,7.55,10.03,79.8,112.1,7.1,0.9,53.5,1
30,25,68.4,65.0,156.5,171.0,81.9,44.9,11.92,10.64,53.6,83.8,5.6,0.7,60.3,1
5,19,69.5,71.0,139.2,158.6,62.4,32.5,13.64,11.26,49.5,68.9,5.5,1.8,56.8,0
33,39,70.7,64.0,119.5,133.9,65.4,50.7,11.93,8.85,44.5,53.2,7.1,0.0,64.1,0
65,30,72.0,56.0,130.2,153.4,54.1,47.8,11.43,7.52,39.5,51.4,5.6,2.0,58.1,0
18,38,69.1,56.0,150.3,163.6,57.3,56.1,13.06,5.68,26.1,39.3,5.3,2.0,64.5,0
96,33,71.7,62.0,133.0,151.5,60.0,50.2,13.21,6.83,31.0,41.3,6.6,0.7,65.2,0
49,19,82.6,50.0,149.0,164.0,54.5,39.1,8.68,6.43,44.4,66.2,6.5,1.1,50.8,0
11,28,77.9,59.0,133.9,154.5,62.9,34.6,12.18,10.2,50.2,67.2,6.1,1.1,56.1,0
85,27,77.0,69.0,138.3,156.4,60.9,43.7,16.87,9.04,32.1,44.5,6.3,0.9,69.5,0
26,32,66.4,42.0,162.8,183.7,83.5,44.2,9.33,10.09,64.9,105.6,7.0,0.0,56.4,1
63,34,62.9,72.0,153.7,173.8,53.3,53.7,11.83,4.52,22.9,35.2,6.3,1.2,62.7,0
89,25,77.6,69.0,149.9,164.9,66.0,47.9,15.88,12.3,46.4,69.6,7.1,0.0,70.9,0
86,35,77.0,56.0,163.2,186.3,67.5,54.8,14.21,6.72,28.4,46.3,6.6,0.2,69.9,0
59,26,81.8,64.0,157.2,177.0,54.3,40.1,10.97,4.7,25.7,40.4,7.2,0.3,57.3,0
27,25,65.2,60.0,171.7,186.8,71.9,53.8,12.41,6.68,32.3,55.5,7.9,0.0,66.3,0
49,31,68.2,70.0,143.1,174.3,61.0,52.3,12.0,15.45,77.3,110.6,7.8,0.0,64.9,1
77,35,56.9,68.0,143.6,165.9,40.1,35.9,10.5,6.84,39.1,56.1,8.3,0.0,55.4,0
33,39,66.9,49.0,130.5,149.7,71.6,55.9,11.85,7.02,35.6,46.4,7.8,0.0,66.1,0
98,37,78.0,65.0,143.6,170.6,53.8,48.6,11.44,7.42,38.9,55.9,7.2,0.3,61.6,0
99,37,66.3,58.0,164.5,193.7,54.5,50.4,12.23,7.55,37.1,61.0,6.6,1.0,62.6,0
1,38,75.1,61.0,169.5,188.8,71.9,42.8,10.5,5.66,32.3,54.8,6.6,0.1,58.0,0
21,29,68.5,54.0,164.4,186.1,61.5,55.7,9.45,8.43,53.5,88.0,6.1,1.2,58.7,1
55,36,72.6,74.0,123.1,138.1,74.2,40.9,11.92,11.23,56.5,69.6,7.0,0.0,60.2,0
6,31,60.8,68.0,166.2,185.5,77.1,53.0,15.43,8.94,34.8,57.8,7.7,0.0,72.1,0
92,34,70.7,54.0,122.4,141.4,58.6,52.9,12.16,4.67,23.0,28.2,6.3,0.9,63.6,0
81,38,46.1,49.0,163.5,184.4,72.9,42.2,11.34,6.97,36.9,60.3,7.0,0.0,59.5,0
69,20,68.5,57.0,144.5,166.1,57.4,59.9,13.51,6.35,28.2,40.7,6.3,1.0,69.0,0
95,24,57.0,63.0,160.5,183.3,87.3,49.4,11.68,8.16,41.9,67.3,7.2,0.0,63.1,0
5,34,79.6,62.0,130.0,151.2,58.1,51.9,15.74,11.99,45.7,59.4,6.5,0.9,70.4,0
3,29,76.2,70.0,167.6,181.5,75.3,38.8,11.99,7.55,37.8,63.3,6.3,0.3,58.9,0
53,26,73.7,66.0,128.0,143.3,73.4,60.7,13.4,7.74,34.6,44.3,6.3,0.2,70.6,0
23,32,82.2,68.0,140.0,157.2,68.2,40.7,10.49,13.33,76.3,106.7,7.5,0.0,57.2,1
53,35,62.4,63.0,135.0,153.6,58.3,54.1,13.01,10.63,49.0,66.2,6.9,0.5,66.6,0
37,38,84.0,49.0,123.7,148.9,63.5,42.0,12.55,9.72,46.5,57.5,6.6,0.5,60.8,0
74,30,77.5,58.0,151.4,165.6,43.5,44.3,11.89,13.87,70.0,106.0,7.3,1.1,59.3,1
74,38,68.1,68.0,177.1,195.3,67.2,52.7,11.0,9.47,51.7,91.5,6.6,0.5,62.1,1
83,25,79.1,60.0,190.0,214.8,68.5,54.2,10.72,2.04,11.4,21.7,8.1,0.0,63.1,0
17,31,61.1,64.0,151.5,170.0,66.3,40.4,12.56,10.5,50.1,75.9,6.0,1.0,59.2,0
85,25,63.4,57.0,166.8,189.1,35.3,54.5,13.26,3.22,14.6,24.3,6.8,1.5,65.2,0
78,31,65.1,52.0,153.5,172.8,52.3,54.3,11.75,9.36,47.8,73.4,5.6,2.2,60.9,0
73,24,65.8,59.0,157.5,178.8,57.5,42.4,12.57,2.86,13.6,21.5,6.7,0.6,60.9,0
1,29,61.5,62.0,144.9,163.7,67.9,57.6,11.92,6.6,33.2,48.1,5.3,1.5,63.8,0
51,28,79.8,55.0,152.9,176.3,67.9,39.3,12.2,6.91,34.0,52.0,7.7,0.0,60.1,0
45,39,67.9,58.0,158.1,170.3,63.3,44.3,11.6,5.69,29.4,46.5,7.8,0.0,60.9,0
77,39,72.8,52.0,141.3,159.5,71.4,50.9,12.04,6.95,34.7,49.0,7.8,0.0,64.4,0
4,28,65.4,69.0,148.8,170.3,54.7,42.9,17.4,11.1,38.3,57.0,7.0,0.5,70.9,0
62,39,55.4,58.0,149.1,171.8,71.1,49.6,12.62,5.86,27.8,41.5,6.1,0.5,64.0,0
65,30,72.2,72.0,162.4,189.9,69.7,49.4,13.29,9.64,43.5,70.6,6.2,0.7,65.0,0
32,35,54.7,72.0,134.0,152.1,68.8,46.9,12.88,5.1,23.8,31.9,8.5,0.0,64.5,0
34,19,69.5,59.0,149.2,176.6,63.2,53.0,11.47,7.43,38.9,58.0,8.4,0.0,64.1,0
92,38,59.1,52.0,178.7,195.4,83.3,46.6,14.59,8.97,36.9,65.9,7.1,0.0,67.8,0
95,32,85.9,43.0,167.5,194.1,69.9,49.4,11.42,5.01,26.3,44.1,6.5,0.2,62.1,0
72,37,77.3,48.0,170.2,194.3,55.3,54.9,14.11,4.06,17.3,29.4,8.4,0.0,70.2,0
39,35,70.8,49.0,150.4,165.8,67.5,52.7,11.33,9.48,50.2,75.4,6.3,0.7,62.4,0
26,32,80.1,71.0,154.8,176.4,72.5,52.7,10.08,11.37,67.7,104.8,7.2,0.0,61.2,1
34,36,63.2,61.0,165.0,184.8,59.1,41.1,12.73,7.76,36.6,60.4,8.4,0.0,61.9,0
54,29,74.3,63.0,173.4,196.5,75.9,51.1,9.79,6.63,40.6,70.4,6.2,0.4,59.3,0
3,30,71.6,42.0,120.7,139.6,68.8,42.7,13.07,8.47,38.9,46.9,7.8,0.0,63.2,0
50,39,72.1,50.0,130.3,148.7,41.6,40.3,9.61,8.17,51.0,66.4,7.5,0.7,53.9,0
12,28,80.2,67.0,169.6,196.5,68.0,47.6,11.36,8.73,46.1,78.2,7.0,0.0,61.7,1
65,22,75.9,62.0,145.8,165.4,60.9,42.6,9.14,0.42,2.7,4.0,6.0,1.0,53.4,0
54,18,72.3,59.0,139.9,164.1,70.4,52.7,17.65,4.79,16.3,22.8,6.3,0.3,75.8,0
5,20,56.8,65.0,131.2,150.1,74.4,52.9,8.69,5.46,37.7,49.5,7.3,0.0,58.5,0
94,39,62.3,73.0,141.7,170.0,67.0,36.6,12.02,8.45,42.2,59.8,5.6,1.4,55.9,0
94,36,69.0,58.0,129.0,145.6,81.7,43.0,14.29,8.56,35.9,46.3,7.1,0.0,65.8,0
57,24,70.7,61.0,181.4,198.3,63.2,39.2,14.07,9.91,42.2,76.6,7.5,0.0,63.8,0
17,29,61.0,62.0,149.7,177.3,71.2,45.2,13.7,8.77,38.4,57.5,8.0,0.0,65.5,0
47,32,89.3,79.0,149.1,166.9,73.0,50.7,11.37,4.1,21.6,32.3,5.6,0.9,61.2,0
23,22,82.1,43.0,158.8,186.8,64.0,46.5,14.7,12.34,50.4,80.0,8.3,0.0,68.0,1
79,32,74.8,65.0,164.4,188.9,72.8,44.5,13.83,11.82,51.3,84.3,8.7,0.0,65.4,1
85,25,70.6,59.0,164.2,183.4,59.1,55.8,12.42,4.23,20.4,33.5,7.4,0.0,67.2,0
14,27,68.3,65.0,166.1,177.0,60.8,34.2,12.48,9.0,43.3,71.9,6.0,1.4,55.9,0
66,33,62.4,55.0,140.5,160.4,51.9,55.4,11.39,6.21,32.7,46.0,6.7,1.0,63.0,0
75,25,70.6,60.0,145.5,166.0,67.4,44.7,10.18,8.42,49.6,72.2,7.0,0.0,58.2,0
51,18,72.1,66.0,161.5,187.4,68.3,47.5,14.47,11.16,46.3,74.7,7.3,0.0,68.0,0
38,29,60.1,85.0,142.1,170.0,76.8,44.8,14.62,14.39,59.0,83.9,7.0,0.0,67.2,1
64,22,72.7,66.0,149.9,166.5,72.9,57.3,10.23,10.25,60.1,90.1,7.3,0.0,63.4,1
98,20,68.8,53.0,156.0,180.0,62.2,40.6,11.69,8.88,45.6,71.1,6.9,0.3,59.0,0
38,18,54.7,57.0,161.8,185.6,53.2,48.1,11.71,6.98,35.8,57.8,7.3,0.4,61.9,0
50,21,63.1,56.0,123.3,148.7,69.3,51.2,11.93,8.55,43.0,53.0,6.5,0.3,63.8,0
98,25,66.7,46.0,160.7,183.2,76.1,38.3,12.13,12.08,59.8,96.0,6.7,0.0,59.6,1
82,20,85.1,57.0,146.5,156.8,72.6,42.5,13.89,7.87,34.0,49.8,6.4,0.2,64.4,0
30,27,74.5,66.0,160.6,179.8,75.8,47.1,10.51,5.34,30.5,49.0,8.9,0.0,59.9,0
79,19,59.3,50.0,161.7,175.9,62.9,42.7,10.31,3.14,18.3,29.6,8.5,0.0,57.7,0
91,28,73.9,68.0,174.1,193.1,60.3,43.1,14.47,9.54,39.5,68.9,7.6,0.0,66.2,0
51,27,57.6,64.0,170.3,195.2,57.6,45.9,11.07,8.74,47.4,80.7,8.3,0.0,60.5,1
63,38,78.7,54.0,170.2,191.7,64.4,51.9,9.47,6.06,38.4,65.3,7.8,0.0,59.7,0
98,31,66.2,59.0,171.7,197.4,64.2,45.9,11.03,11.08,60.3,103.4,7.2,0.1,60.2,1
52,24,69.3,73.0,154.4,176.1,67.1,54.5,11.34,6.73,35.6,55.0,5.5,1.4,61.6,0
38,19,80.6,66.0,150.5,164.0,63.7,42.0,15.11,7.6,30.2,45.4,6.7,0.3,66.4,0
97,26,59.7,60.0,163.1,170.5,63.7,40.5,13.85,7.95,34.4,56.2,6.7,0.4,63.0,0
88,33,58.8,58.0,161.0,181.7,57.2,59.6,14.3,6.95,29.2,46.9,5.9,1.5,69.4,0
79,30,65.3,61.0,145.4,164.3,74.4,44.1,13.64,8.71,38.3,55.7,5.5,1.0,62.8,0
30,26,78.3,56.0,156.1,171.2,65.8,40.1,13.89,11.45,49.5,77.2,7.5,0.0,63.8,0
51,37,57.8,43.0,149.5,161.0,63.3,37.5,10.62,4.57,25.8,38.6,7.3,0.0,56.3,0
81,21,47.3,76.0,137.2,153.5,57.5,54.5,11.6,9.47,48.9,67.2,5.8,1.6,61.7,0
5,39,66.4,61.0,169.4,188.4,51.7,46.0,10.02,8.52,51.0,86.4,6.3,1.6,55.2,1
29,27,74.4,63.0,150.8,174.2,78.1,46.5,11.58,8.46,43.8,66.1,8.2,0.0,61.7,0
4,39,79.6,60.0,180.7,201.7,70.5,47.0,13.37,10.62,47.6,86.1,6.1,0.8,64.0,1
10,29,66.3,54.0,125.6,153.7,48.8,54.1,12.27,8.15,39.8,50.1,7.2,0.6,64.9,0
56,34,66.7,59.0,141.6,156.5,72.6,46.9,14.62,9.44,38.7,54.9,6.8,0.0,68.0,0
17,31,79.2,47.0,150.5,174.9,74.2,62.1,9.72,10.15,62.7,94.3,7.5,0.0,64.3,1
74,31,55.0,78.0,167.1,187.3,66.2,48.8,13.0,6.49,29.9,50.0,6.1,0.8,63.9,0
17,19,66.9,50.0,156.0,179.5,81.0,54.4,9.5,8.9,56.2,87.6,7.1,0.0,60.8,1
84,38,71.5,52.0,154.7,172.5,67.2,52.8,12.19,7.25,35.7,55.2,7.2,0.0,65.5,0
88,37,73.6,56.0,133.1,158.4,50.8,47.8,13.48,7.6,33.8,45.0,7.2,0.5,65.2,0
69,28,65.9,70.0,132.6,154.1,68.7,44.5,11.57,7.03,36.5,48.4,7.1,0.0,60.9,0
34,33,70.3,60.0,154.8,171.4,67.4,50.0,13.1,9.41,43.1,66.7,7.3,0.0,66.2,0
6,36,50.1,50.0,129.5,149.5,59.0,51.1,10.08,8.24,49.1,63.6,9.2,0.0,60.6,0
53,23,64.7,70.0,142.0,160.8,70.7,44.6,8.67,9.18,63.5,90.2,9.6,0.0,55.2,1
66,36,73.6,66.0,157.5,180.0,48.3,49.0,13.11,7.95,36.4,57.3,6.4,1.5,62.8,0
77,22,62.1,64.0,135.3,149.4,74.9,55.4,15.49,3.19,12.3,16.7,4.7,1.7,69.8,0
43,21,70.5,66.0,174.1,193.9,56.2,60.4,10.01,8.09,48.5,84.5,7.6,0.0,64.2,1
75,32,73.6,79.0,168.4,190.3,55.2,53.1,14.44,8.19,34.0,57.3,7.2,0.3,69.5,0
23,21,67.3,77.0,126.4,146.6,63.9,59.2,12.09,8.73,43.3,54.8,8.1,0.0,67.8,0
55,37,71.4,55.0,136.0,162.7,69.3,44.2,9.33,6.22,40.0,54.4,7.3,0.0,56.3,0
80,27,62.3,73.0,115.7,139.6,66.6,52.2,9.74,4.41,27.2,31.5,7.1,0.0,60.4,0
95,39,68.3,63.0,138.3,158.2,57.6,56.0,12.03,9.87,49.2,68.1,8.1,0.0,66.5,0
75,20,74.9,64.0,161.5,182.6,59.9,42.6,11.19,7.18,38.5,62.2,8.3,0.0,59.4,0
16,22,71.3,46.0,143.8,165.3,53.7,45.1,9.37,8.51,54.5,78.4,5.6,2.1,52.6,1
8,23,65.3,59.0,156.9,178.9,62.8,58.4,8.61,7.16,49.9,78.2,6.2,1.1,58.5,1
4,38,71.8,53.0,127.2,138.0,75.8,42.1,10.31,7.98,46.5,59.1,6.9,0.0,57.5,0
4,39,75.7,67.0,162.0,180.5,65.0,40.0,12.39,6.65,32.2,52.2,7.1,0.0,60.8,0
56,25,53.6,69.0,141.7,154.3,73.6,57.2,11.99,5.1,25.5,36.1,6.8,0.0,66.8,0
25,24,79.3,43.0,150.2,176.6,79.6,55.2,11.0,9.42,51.4,77.2,7.4,0.0,64.1,0
67,38,67.3,60.0,148.6,168.3,59.1,50.6,12.4,6.19,29.9,44.5,8.0,0.0,65.0,0
96,27,73.4,69.0,130.9,150.0,63.1,47.7,14.08,8.49,36.2,47.4,8.7,0.0,67.3,0
67,23,79.6,59.0,132.7,157.2,86.7,45.4,12.79,9.23,43.3,57.5,7.6,0.0,63.7,0
27,31,59.0,66.0,164.5,186.6,79.4,49.7,11.76,6.24,31.8,52.4,6.1,0.1,63.1,0
93,21,64.3,63.0,156.0,170.3,48.3,57.5,13.86,4.39,19.0,29.6,6.9,0.9,68.9,0
32,30,67.7,63.0,165.8,185.4,68.9,49.4,10.08,15.28,90.9,150.7,6.9,0.4,59.2,1
50,37,63.7,58.0,154.9,173.2,65.0,61.0,11.55,6.42,33.3,51.6,7.5,0.0,67.5,0
61,34,83.9,50.0,152.1,163.4,73.3,42.6,11.6,9.87,51.1,77.7,7.4,0.0,60.2,0
51,24,63.1,51.0,124.1,140.7,57.6,47.9,9.53,13.82,87.0,108.0,9.1,0.0,58.2,1
19,21,65.6,66.0,145.9,165.0,56.6,45.8,11.16,10.37,55.7,81.4,6.5,1.0,58.5,1
21,31,71.6,60.0,149.6,169.0,58.2,41.5,7.85,7.1,54.3,81.2,7.4,0.1,52.1,1
5,20,60.4,59.0,179.3,191.9,59.3,47.1,15.82,7.8,29.6,53.0,9.4,0.0,70.5,0
82,22,66.8,57.0,160.3,186.1,73.2,50.5,10.13,5.5,32.6,52.3,6.4,0.2,60.1,0
92,33,72.5,58.0,173.0,192.5,53.2,51.1,15.17,10.65,42.1,72.8,7.1,0.6,69.7,0
42,37,67.3,68.0,159.0,179.2,58.8,61.0,12.08,9.7,48.2,76.6,6.1,1.4,65.8,0
61,21,69.3,57.0,139.3,161.3,47.1,50.8,13.13,6.46,29.5,41.1,7.1,0.8,65.0,0
22,19,65.8,49.0,151.8,167.8,75.1,54.9,11.02,4.87,26.5,40.3,6.2,0.2,63.5,0
21,35,57.9,66.0,153.5,175.8,77.7,48.4,12.42,4.04,19.5,29.9,8.0,0.0,64.2,0
70,36,72.6,58.0,135.9,154.1,61.7,58.1,13.3,10.96,49.4,67.2,7.1,0.1,69.6,0
1,36,84.0,60.0,144.2,159.8,62.0,62.4,13.33,8.36,37.6,54.3,6.1,1.1,69.4,0
5,34,70.1,73.0,146.9,169.8,69.5,51.2,13.55,8.64,38.3,56.2,7.8,0.0,67.6,0
12,31,71.8,60.0,174.1,201.5,79.7,42.0,11.26,5.53,29.5,51.3,7.2,0.0,59.3,0
90,36,75.5,62.0,118.8,142.4,69.1,44.7,11.04,3.61,19.6,23.3,8.0,0.0,60.0,0
46,39,59.8,51.0,168.1,192.7,58.0,49.7,8.81,10.89,74.1,124.6,5.9,1.9,53.8,1
34,30,83.6,58.0,135.9,153.3,48.8,50.7,13.05,8.13,37.4,50.8,7.4,0.4,65.5,0
49,29,71.6,65.0,129.4,141.4,53.8,52.2,14.16,10.72,45.4,58.8,7.8,0.0,69.2,0
78,23,83.1,48.0,167.7,195.1,65.7,50.8,15.23,6.84,27.0,45.2,6.6,0.4,70.0,0
90,38,64.1,62.0,161.0,191.3,58.4,48.0,12.61,7.29,34.7,55.8,5.7,1.6,61.2,0
45,21,84.5,61.0,168.8,196.5,66.9,44.2,10.47,10.14,58.1,98.1,7.0,0.2,58.2,1
27,36,76.2,60.0,162.0,180.3,59.5,50.4,8.61,10.2,71.1,115.2,8.2,0.0,57.4,1
73,33,74.4,68.0,180.9,195.1,54.4,59.1,14.08,10.39,44.3,80.1,8.1,0.0,71.8,1
26,30,71.9,63.0,158.4,173.1,53.2,54.1,8.41,7.11,50.8,80.4,6.6,1.2,56.1,1
47,21,68.0,72.0,147.7,159.2,80.6,51.2,11.32,9.84,52.2,77.0,5.7,0.6,61.8,0
86,34,79.6,52.0,155.1,174.6,73.9,54.2,11.55,11.33,58.8,91.3,6.6,0.2,64.4,1
56,18,71.1,61.0,168.7,196.7,82.3,45.8,11.86,7.69,38.9,65.6,6.5,0.0,62.0,0
94,35,54.3,61.0,138.3,157.6,70.4,45.0,12.07,6.46,32.1,44.4,7.4,0.0,62.1,0
63,37,61.1,51.0,140.2,161.7,60.7,43.5,12.28,12.03,58.8,82.4,6.9,0.5,61.0,1
48,34,68.5,68.0,145.4,172.2,78.2,47.2,7.17,6.04,50.5,73.4,6.2,0.2,52.8,0
61,32,72.5,79.0,118.4,136.4,64.7,45.5,12.03,9.89,49.3,58.4,8.1,0.0,62.2,0
81,28,69.5,60.0,152.1,182.2,67.2,55.2,7.54,7.82,62.3,94.7,7.1,0.0,57.2,1
26,39,79.8,64.0,121.7,151.7,64.6,45.1,13.46,2.48,11.0,13.4,7.4,0.0,65.0,0
36,30,54.4,61.0,150.8,170.1,35.5,43.2,10.89,11.39,62.7,94.6,5.3,3.4,52.2,1
1,18,71.1,54.0,163.0,180.1,81.0,59.7,7.69,-0.27,-2.1,-3.5,4.6,1.4,56.5,0
8,34,55.5,45.0,142.8,166.3,69.9,45.3,10.37,2.05,11.8,16.9,5.6,1.0,56.8,0
